year,month,splticrm,nextmonth_return
2003,4,BB,142
2003,4,BB+,129
2003,4,BB-,187
2003,4,BBB,264
2003,4,BBB+,169
2003,4,BBB-,207
2003,4,CC,7
2003,4,CCC,21
2003,4,CCC+,25
2003,4,CCC-,7
2003,4,D,41
2003,4,SD,12
2003,5,A,152
2003,5,A+,117
2003,5,A-,176
2003,5,AA,25
2003,5,AA+,6
2003,5,AA-,53
2003,5,AAA,31
2003,5,B,83
2003,5,B+,140
2003,5,B-,38
2003,5,BB,141
2003,5,BB+,135
2003,5,BB-,186
2003,5,BBB,262
2003,5,BBB+,166
2003,5,BBB-,205
2003,5,CC,7
2003,5,CCC,20
2003,5,CCC+,23
2003,5,CCC-,8
2003,5,D,44
2003,5,SD,10
2003,6,A,153
2003,6,A+,115
2003,6,A-,177
2003,6,AA,24
2003,6,AA+,6
2003,6,AA-,53
2003,6,AAA,33
2003,6,B,86
2003,6,B+,146
2003,6,B-,38
2003,6,BB,138
2003,6,BB+,139
2003,6,BB-,184
2003,6,BBB,265
2003,6,BBB+,169
2003,6,BBB-,207
2003,6,CC,6
2003,6,CCC,18
2003,6,CCC+,24
2003,6,CCC-,6
2003,6,D,43
2003,6,SD,6
2003,7,A,156
2003,7,A+,115
2003,7,A-,176
2003,7,AA,23
2003,7,AA+,5
2003,7,AA-,54
2003,7,AAA,32
2003,7,B,84
2003,7,B+,144
2003,7,B-,43
2003,7,BB,144
2003,7,BB+,137
2003,7,BB-,188
2003,7,BBB,275
2003,7,BBB+,165
2003,7,BBB-,200
2003,7,CC,5
2003,7,CCC,17
2003,7,CCC+,19
2003,7,CCC-,10
2003,7,D,45
2003,7,SD,6
2003,8,A,156
2003,8,A+,114
2003,8,A-,173
2003,8,AA,23
2003,8,AA+,5
2003,8,AA-,53
2003,8,AAA,32
2003,8,B,88
2003,8,B+,140
2003,8,B-,45
2003,8,BB,143
2003,8,BB+,141
2003,8,BB-,187
2003,8,BBB,279
2003,8,BBB+,167
2003,8,BBB-,196
2003,8,CC,5
2003,8,CCC,17
2003,8,CCC+,18
2003,8,CCC-,10
2003,8,D,42
2003,8,SD,5
2003,9,A,160
2003,9,A+,110
2003,9,A-,173
2003,9,AA,23
2003,9,AA+,5
2003,9,AA-,53
2003,9,AAA,32
2003,9,B,88
2003,9,B+,144
2003,9,B-,46
2003,9,BB,141
2003,9,BB+,141
2003,9,BB-,188
2003,9,BBB,283
2003,9,BBB+,168
2003,9,BBB-,192
2003,9,CC,5
2003,9,CCC,16
2003,9,CCC+,18
2003,9,CCC-,7
2003,9,D,45
2003,9,SD,5
2003,10,A,168
2003,10,A+,97
2003,10,A-,169
2003,10,AA,23
2003,10,AA+,5
2003,10,AA-,57
2003,10,AAA,32
2003,10,B,87
2003,10,B+,148
2003,10,B-,45
2003,10,BB,139
2003,10,BB+,137
2003,10,BB-,190
2003,10,BBB,287
2003,10,BBB+,168
2003,10,BBB-,191
2003,10,CC,5
2003,10,CCC,14
2003,10,CCC+,20
2003,10,CCC-,6
2003,10,D,45
2003,10,SD,4
2003,11,A,166
2003,11,A+,99
2003,11,A-,168
2003,11,AA,23
2003,11,AA+,5
2003,11,AA-,57
2003,11,AAA,32
2003,11,B,86
2003,11,B+,153
2003,11,B-,50
2003,11,BB,143
2003,11,BB+,136
2003,11,BB-,188
2003,11,BBB,290
2003,11,BBB+,168
2003,11,BBB-,188
2003,11,CC,4
2003,11,CCC,14
2003,11,CCC+,19
2003,11,CCC-,7
2003,11,D,42
2003,11,SD,5
2003,12,A,166
2003,12,A+,99
2003,12,A-,166
2003,12,AA,23
2003,12,AA+,5
2003,12,AA-,61
2003,12,AAA,30
2003,12,B,88
2003,12,B+,153
2003,12,B-,50
2003,12,BB,147
2003,12,BB+,138
2003,12,BB-,190
2003,12,BBB,282
2003,12,BBB+,174
2003,12,BBB-,195
2003,12,CC,2
2003,12,CCC,14
2003,12,CCC+,18
2003,12,CCC-,7
2003,12,D,43
2003,12,SD,5
2004,1,A,169
2004,1,A+,96
2004,1,A-,165
2004,1,AA,23
2004,1,AA+,5
2004,1,AA-,61
2004,1,AAA,30
2004,1,B,91
2004,1,B+,159
2004,1,B-,52
2004,1,BB,146
2004,1,BB+,137
2004,1,BB-,184
2004,1,BBB,281
2004,1,BBB+,174
2004,1,BBB-,195
2004,1,CC,3
2004,1,CCC,14
2004,1,CCC+,17
2004,1,CCC-,7
2004,1,D,42
2004,1,SD,4
2004,2,A,170
2004,2,A+,101
2004,2,A-,162
2004,2,AA,23
2004,2,AA+,5
2004,2,AA-,57
2004,2,AAA,30
2004,2,B,91
2004,2,B+,158
2004,2,B-,51
2004,2,BB,149
2004,2,BB+,134
2004,2,BB-,188
2004,2,BBB,285
2004,2,BBB+,176
2004,2,BBB-,192
2004,2,CC,3
2004,2,CCC,13
2004,2,CCC+,18
2004,2,CCC-,7
2004,2,D,39
2004,2,SD,4
2004,3,A,172
2004,3,A+,98
2004,3,A-,164
2004,3,AA,23
2004,3,AA+,5
2004,3,AA-,57
2004,3,AAA,30
2004,3,B,92
2004,3,B+,162
2004,3,B-,52
2004,3,BB,154
2004,3,BB+,129
2004,3,BB-,190
2004,3,BBB,284
2004,3,BBB+,177
2004,3,BBB-,193
2004,3,CC,2
2004,3,CCC,14
2004,3,CCC+,20
2004,3,CCC-,7
2004,3,D,36
2004,3,SD,4
2004,4,A,168
2004,4,A+,97
2004,4,A-,167
2004,4,AA,24
2004,4,AA+,4
2004,4,AA-,57
2004,4,AAA,30
2004,4,B,91
2004,4,B+,162
2004,4,B-,53
2004,4,BB,151
2004,4,BB+,131
2004,4,BB-,196
2004,4,BBB,282
2004,4,BBB+,177
2004,4,BBB-,204
2004,4,CC,3
2004,4,CCC,13
2004,4,CCC+,20
2004,4,CCC-,6
2004,4,D,25
2004,4,SD,4
2004,5,A,169
2004,5,A+,96
2004,5,A-,169
2004,5,AA,24
2004,5,AA+,4
2004,5,AA-,56
2004,5,AAA,30
2004,5,B,89
2004,5,B+,172
2004,5,B-,48
2004,5,BB,150
2004,5,BB+,136
2004,5,BB-,192
2004,5,BBB,279
2004,5,BBB+,181
2004,5,BBB-,201
2004,5,CC,3
2004,5,CCC,17
2004,5,CCC+,19
2004,5,CCC-,5
2004,5,D,26
2004,5,SD,3
2004,6,A,170
2004,6,A+,96
2004,6,A-,172
2004,6,AA,24
2004,6,AA+,4
2004,6,AA-,55
2004,6,AAA,30
2004,6,B,94
2004,6,B+,174
2004,6,B-,44
2004,6,BB,153
2004,6,BB+,131
2004,6,BB-,194
2004,6,BBB,281
2004,6,BBB+,187
2004,6,BBB-,208
2004,6,CC,3
2004,6,CCC,17
2004,6,CCC+,19
2004,6,CCC-,4
2004,6,D,24
2004,6,SD,3
2004,7,A,170
2004,7,A+,98
2004,7,A-,174
2004,7,AA,26
2004,7,AA+,4
2004,7,AA-,52
2004,7,AAA,30
2004,7,B,94
2004,7,B+,173
2004,7,B-,43
2004,7,BB,156
2004,7,BB+,131
2004,7,BB-,197
2004,7,BBB,279
2004,7,BBB+,188
2004,7,BBB-,209
2004,7,CC,2
2004,7,CCC,16
2004,7,CCC+,21
2004,7,CCC-,3
2004,7,D,23
2004,7,SD,3
2004,8,A,168
2004,8,A+,102
2004,8,A-,173
2004,8,AA,24
2004,8,AA+,4
2004,8,AA-,50
2004,8,AAA,30
2004,8,B,93
2004,8,B+,171
2004,8,B-,48
2004,8,BB,156
2004,8,BB+,129
2004,8,BB-,198
2004,8,BBB,278
2004,8,BBB+,192
2004,8,BBB-,209
2004,8,CC,2
2004,8,CCC,16
2004,8,CCC+,19
2004,8,CCC-,3
2004,8,D,22
2004,8,SD,3
2004,9,A,169
2004,9,A+,102
2004,9,A-,170
2004,9,AA,24
2004,9,AA+,4
2004,9,AA-,49
2004,9,AAA,30
2004,9,B,95
2004,9,B+,175
2004,9,B-,48
2004,9,BB,155
2004,9,BB+,127
2004,9,BB-,197
2004,9,BBB,280
2004,9,BBB+,197
2004,9,BBB-,209
2004,9,CC,3
2004,9,CCC,16
2004,9,CCC+,17
2004,9,CCC-,2
2004,9,D,21
2004,9,SD,4
2004,10,A,169
2004,10,A+,98
2004,10,A-,167
2004,10,AA,23
2004,10,AA+,4
2004,10,AA-,53
2004,10,AAA,30
2004,10,B,93
2004,10,B+,176
2004,10,B-,51
2004,10,BB,160
2004,10,BB+,130
2004,10,BB-,197
2004,10,BBB,279
2004,10,BBB+,196
2004,10,BBB-,215
2004,10,CC,3
2004,10,CCC,14
2004,10,CCC+,20
2004,10,CCC-,2
2004,10,D,19
2004,10,SD,4
2004,11,A,170
2004,11,A+,97
2004,11,A-,163
2004,11,AA,23
2004,11,AA+,4
2004,11,AA-,54
2004,11,AAA,32
2004,11,B,90
2004,11,B+,176
2004,11,B-,54
2004,11,BB,165
2004,11,BB+,128
2004,11,BB-,195
2004,11,BBB,278
2004,11,BBB+,200
2004,11,BBB-,212
2004,11,CC,4
2004,11,CCC,15
2004,11,CCC+,18
2004,11,CCC-,2
2004,11,D,18
2004,11,SD,4
2004,12,A,170
2004,12,A+,95
2004,12,A-,163
2004,12,AA,23
2004,12,AA+,4
2004,12,AA-,56
2004,12,AAA,32
2004,12,B,84
2004,12,B+,172
2004,12,B-,59
2004,12,BB,161
2004,12,BB+,130
2004,12,BB-,202
2004,12,BBB,275
2004,12,BBB+,201
2004,12,BBB-,210
2004,12,CC,3
2004,12,CCC,13
2004,12,CCC+,18
2004,12,CCC-,2
2004,12,D,16
2004,12,SD,4
2005,1,A,168
2005,1,A+,94
2005,1,A-,165
2005,1,AA,23
2005,1,AA+,4
2005,1,AA-,56
2005,1,AAA,23
2005,1,B,87
2005,1,B+,170
2005,1,B-,58
2005,1,BB,163
2005,1,BB+,129
2005,1,BB-,201
2005,1,BBB,272
2005,1,BBB+,203
2005,1,BBB-,214
2005,1,CC,6
2005,1,CCC,11
2005,1,CCC+,19
2005,1,CCC-,1
2005,1,D,12
2005,1,SD,3
2005,2,A,171
2005,2,A+,95
2005,2,A-,164
2005,2,AA,22
2005,2,AA+,4
2005,2,AA-,59
2005,2,AAA,23
2005,2,B,90
2005,2,B+,171
2005,2,B-,53
2005,2,BB,164
2005,2,BB+,128
2005,2,BB-,199
2005,2,BBB,282
2005,2,BBB+,203
2005,2,BBB-,207
2005,2,CC,5
2005,2,CCC,11
2005,2,CCC+,21
2005,2,CCC-,1
2005,2,D,13
2005,2,SD,3
2005,3,A,171
2005,3,A+,95
2005,3,A-,167
2005,3,AA,22
2005,3,AA+,5
2005,3,AA-,61
2005,3,AAA,23
2005,3,B,91
2005,3,B+,160
2005,3,B-,53
2005,3,BB,171
2005,3,BB+,129
2005,3,BB-,199
2005,3,BBB,280
2005,3,BBB+,195
2005,3,BBB-,208
2005,3,CC,5
2005,3,CCC,11
2005,3,CCC+,19
2005,3,CCC-,1
2005,3,D,11
2005,3,SD,2
2005,4,A,170
2005,4,A+,98
2005,4,A-,166
2005,4,AA,22
2005,4,AA+,5
2005,4,AA-,61
2005,4,AAA,23
2005,4,B,86
2005,4,B+,162
2005,4,B-,59
2005,4,BB,169
2005,4,BB+,125
2005,4,BB-,209
2005,4,BBB,278
2005,4,BBB+,201
2005,4,BBB-,202
2005,4,CC,2
2005,4,CCC,11
2005,4,CCC+,22
2005,4,CCC-,1
2005,4,D,14
2005,4,SD,1
2005,5,A,169
2005,5,A+,99
2005,5,A-,167
2005,5,AA,22
2005,5,AA+,5
2005,5,AA-,60
2005,5,AAA,23
2005,5,B,83
2005,5,B+,152
2005,5,B-,60
2005,5,BB,175
2005,5,BB+,123
2005,5,BB-,219
2005,5,BBB,275
2005,5,BBB+,205
2005,5,BBB-,197
2005,5,CC,2
2005,5,CCC,11
2005,5,CCC+,22
2005,5,CCC-,1
2005,5,D,12
2005,5,SD,1
2005,6,A,172
2005,6,A+,100
2005,6,A-,164
2005,6,AA,23
2005,6,AA+,4
2005,6,AA-,60
2005,6,AAA,23
2005,6,B,78
2005,6,B+,150
2005,6,B-,58
2005,6,BB,177
2005,6,BB+,124
2005,6,BB-,216
2005,6,BBB,266
2005,6,BBB+,214
2005,6,BBB-,202
2005,6,CC,2
2005,6,CCC,11
2005,6,CCC+,25
2005,6,CCC-,2
2005,6,D,11
2005,6,SD,1
2005,7,A,171
2005,7,A+,97
2005,7,A-,167
2005,7,AA,25
2005,7,AA+,4
2005,7,AA-,64
2005,7,AAA,23
2005,7,B,78
2005,7,B+,156
2005,7,B-,55
2005,7,BB,181
2005,7,BB+,129
2005,7,BB-,213
2005,7,BBB,267
2005,7,BBB+,209
2005,7,BBB-,201
2005,7,CC,4
2005,7,CCC,9
2005,7,CCC+,23
2005,7,CCC-,2
2005,7,D,10
2005,7,SD,1
2005,8,A,174
2005,8,A+,95
2005,8,A-,170
2005,8,AA,26
2005,8,AA+,4
2005,8,AA-,65
2005,8,AAA,23
2005,8,B,77
2005,8,B+,161
2005,8,B-,52
2005,8,BB,175
2005,8,BB+,127
2005,8,BB-,211
2005,8,BBB,267
2005,8,BBB+,209
2005,8,BBB-,198
2005,8,CC,4
2005,8,CCC,10
2005,8,CCC+,25
2005,8,CCC-,1
2005,8,D,11
2005,8,SD,1
2005,9,A,174
2005,9,A+,93
2005,9,A-,172
2005,9,AA,26
2005,9,AA+,4
2005,9,AA-,65
2005,9,AAA,23
2005,9,B,77
2005,9,B+,163
2005,9,B-,55
2005,9,BB,179
2005,9,BB+,129
2005,9,BB-,211
2005,9,BBB,262
2005,9,BBB+,213
2005,9,BBB-,192
2005,9,CC,3
2005,9,CCC,10
2005,9,CCC+,24
2005,9,CCC-,1
2005,9,D,9
2005,9,SD,1
2005,10,A,173
2005,10,A+,94
2005,10,A-,169
2005,10,AA,24
2005,10,AA+,4
2005,10,AA-,59
2005,10,AAA,23
2005,10,B,74
2005,10,B+,165
2005,10,B-,55
2005,10,BB,179
2005,10,BB+,126
2005,10,BB-,208
2005,10,BBB,269
2005,10,BBB+,219
2005,10,BBB-,187
2005,10,CC,3
2005,10,CCC,8
2005,10,CCC+,23
2005,10,CCC-,1
2005,10,D,9
2005,10,SD,1
2005,11,A,172
2005,11,A+,100
2005,11,A-,180
2005,11,AA,24
2005,11,AA+,4
2005,11,AA-,60
2005,11,AAA,26
2005,11,B,76
2005,11,B+,158
2005,11,B-,55
2005,11,BB,183
2005,11,BB+,125
2005,11,BB-,217
2005,11,BBB,273
2005,11,BBB+,219
2005,11,BBB-,191
2005,11,CC,2
2005,11,CCC,9
2005,11,CCC+,23
2005,11,CCC-,2
2005,11,D,8
2005,11,SD,1
2005,12,A,172
2005,12,A+,99
2005,12,A-,185
2005,12,AA,24
2005,12,AA+,4
2005,12,AA-,62
2005,12,AAA,26
2005,12,B,83
2005,12,B+,163
2005,12,B-,55
2005,12,BB,186
2005,12,BB+,123
2005,12,BB-,206
2005,12,BBB,274
2005,12,BBB+,211
2005,12,BBB-,188
2005,12,CC,3
2005,12,CCC,8
2005,12,CCC+,22
2005,12,D,9
2005,12,SD,1
2006,1,A,163
2006,1,A+,90
2006,1,A-,165
2006,1,AA,25
2006,1,AA+,4
2006,1,AA-,64
2006,1,AAA,17
2006,1,B,79
2006,1,B+,165
2006,1,B-,55
2006,1,BB,179
2006,1,BB+,121
2006,1,BB-,198
2006,1,BBB,246
2006,1,BBB+,194
2006,1,BBB-,181
2006,1,CC,3
2006,1,CCC,6
2006,1,CCC+,23
2006,1,CCC-,1
2006,1,D,8
2006,1,SD,1
2006,2,A,144
2006,2,A+,88
2006,2,A-,156
2006,2,AA,23
2006,2,AA+,6
2006,2,AA-,61
2006,2,AAA,16
2006,2,B,80
2006,2,B+,169
2006,2,B-,53
2006,2,BB,173
2006,2,BB+,114
2006,2,BB-,198
2006,2,BBB,233
2006,2,BBB+,183
2006,2,BBB-,171
2006,2,CC,2
2006,2,CCC,7
2006,2,CCC+,25
2006,2,CCC-,1
2006,2,D,7
2006,2,SD,1
2006,3,A,141
2006,3,A+,89
2006,3,A-,157
2006,3,AA,23
2006,3,AA+,6
2006,3,AA-,61
2006,3,AAA,16
2006,3,B,83
2006,3,B+,170
2006,3,B-,58
2006,3,BB,170
2006,3,BB+,114
2006,3,BB-,203
2006,3,BBB,233
2006,3,BBB+,184
2006,3,BBB-,168
2006,3,CC,2
2006,3,CCC,7
2006,3,CCC+,21
2006,3,CCC-,2
2006,3,D,7
2006,3,SD,1
2006,4,A,144
2006,4,A+,90
2006,4,A-,152
2006,4,AA,22
2006,4,AA+,6
2006,4,AA-,62
2006,4,AAA,16
2006,4,B,88
2006,4,B+,168
2006,4,B-,62
2006,4,BB,170
2006,4,BB+,109
2006,4,BB-,200
2006,4,BBB,237
2006,4,BBB+,181
2006,4,BBB-,167
2006,4,CC,2
2006,4,CCC,6
2006,4,CCC+,21
2006,4,CCC-,2
2006,4,D,6
2006,4,SD,1
2006,5,A,146
2006,5,A+,86
2006,5,A-,148
2006,5,AA,22
2006,5,AA+,6
2006,5,AA-,64
2006,5,AAA,16
2006,5,B,86
2006,5,B+,165
2006,5,B-,66
2006,5,BB,172
2006,5,BB+,110
2006,5,BB-,205
2006,5,BBB,239
2006,5,BBB+,182
2006,5,BBB-,163
2006,5,CC,2
2006,5,CCC,6
2006,5,CCC+,18
2006,5,CCC-,4
2006,5,D,7
2006,5,SD,1
2006,6,A,143
2006,6,A+,87
2006,6,A-,148
2006,6,AA,21
2006,6,AA+,6
2006,6,AA-,65
2006,6,AAA,16
2006,6,B,91
2006,6,B+,170
2006,6,B-,65
2006,6,BB,169
2006,6,BB+,114
2006,6,BB-,198
2006,6,BBB,235
2006,6,BBB+,180
2006,6,BBB-,154
2006,6,CC,2
2006,6,CCC,6
2006,6,CCC+,18
2006,6,CCC-,3
2006,6,D,6
2006,6,SD,1
2006,7,A,138
2006,7,A+,87
2006,7,A-,148
2006,7,AA,21
2006,7,AA+,6
2006,7,AA-,63
2006,7,AAA,16
2006,7,B,89
2006,7,B+,172
2006,7,B-,62
2006,7,BB,170
2006,7,BB+,114
2006,7,BB-,197
2006,7,BBB,234
2006,7,BBB+,183
2006,7,BBB-,157
2006,7,CC,2
2006,7,CCC,8
2006,7,CCC+,18
2006,7,CCC-,3
2006,7,D,7
2006,7,SD,1
2006,8,A,137
2006,8,A+,87
2006,8,A-,149
2006,8,AA,22
2006,8,AA+,6
2006,8,AA-,62
2006,8,AAA,16
2006,8,B,83
2006,8,B+,169
2006,8,B-,57
2006,8,BB,175
2006,8,BB+,115
2006,8,BB-,198
2006,8,BBB,232
2006,8,BBB+,183
2006,8,BBB-,154
2006,8,CC,2
2006,8,CCC,13
2006,8,CCC+,17
2006,8,CCC-,3
2006,8,D,7
2006,8,SD,1
2006,9,A,136
2006,9,A+,84
2006,9,A-,150
2006,9,AA,24
2006,9,AA+,6
2006,9,AA-,62
2006,9,AAA,16
2006,9,B,84
2006,9,B+,172
2006,9,B-,54
2006,9,BB,174
2006,9,BB+,116
2006,9,BB-,204
2006,9,BBB,231
2006,9,BBB+,182
2006,9,BBB-,153
2006,9,CC,2
2006,9,CCC,13
2006,9,CCC+,17
2006,9,CCC-,3
2006,9,D,8
2006,9,SD,1
2006,10,A,134
2006,10,A+,82
2006,10,A-,147
2006,10,AA,23
2006,10,AA+,6
2006,10,AA-,64
2006,10,AAA,16
2006,10,B,85
2006,10,B+,172
2006,10,B-,55
2006,10,BB,173
2006,10,BB+,114
2006,10,BB-,204
2006,10,BBB,238
2006,10,BBB+,182
2006,10,BBB-,149
2006,10,CC,2
2006,10,CCC,10
2006,10,CCC+,17
2006,10,CCC-,1
2006,10,D,8
2006,10,SD,1
2006,11,A,130
2006,11,A+,84
2006,11,A-,146
2006,11,AA,25
2006,11,AA+,6
2006,11,AA-,62
2006,11,AAA,16
2006,11,B,84
2006,11,B+,169
2006,11,B-,58
2006,11,BB,173
2006,11,BB+,112
2006,11,BB-,203
2006,11,BBB,241
2006,11,BBB+,176
2006,11,BBB-,153
2006,11,CC,3
2006,11,CCC,11
2006,11,CCC+,15
2006,11,CCC-,1
2006,11,D,8
2006,11,SD,1
2006,12,A,130
2006,12,A+,84
2006,12,A-,145
2006,12,AA,24
2006,12,AA+,6
2006,12,AA-,62
2006,12,AAA,16
2006,12,B,84
2006,12,B+,167
2006,12,B-,59
2006,12,BB,169
2006,12,BB+,112
2006,12,BB-,208
2006,12,BBB,235
2006,12,BBB+,180
2006,12,BBB-,153
2006,12,CC,3
2006,12,CCC,11
2006,12,CCC+,16
2006,12,CCC-,1
2006,12,D,8
2006,12,SD,1
2007,1,A,127
2007,1,A+,84
2007,1,A-,145
2007,1,AA,25
2007,1,AA+,6
2007,1,AA-,62
2007,1,AAA,16
2007,1,B,89
2007,1,B+,165
2007,1,B-,58
2007,1,BB,158
2007,1,BB+,114
2007,1,BB-,212
2007,1,BBB,230
2007,1,BBB+,177
2007,1,BBB-,156
2007,1,CC,3
2007,1,CCC,11
2007,1,CCC+,17
2007,1,CCC-,1
2007,1,D,8
2007,1,SD,1
2007,2,A,129
2007,2,A+,80
2007,2,A-,145
2007,2,AA,32
2007,2,AA+,7
2007,2,AA-,55
2007,2,AAA,16
2007,2,B,97
2007,2,B+,171
2007,2,B-,56
2007,2,BB,155
2007,2,BB+,114
2007,2,BB-,200
2007,2,BBB,228
2007,2,BBB+,174
2007,2,BBB-,158
2007,2,CC,3
2007,2,CCC,11
2007,2,CCC+,15
2007,2,CCC-,1
2007,2,D,8
2007,2,SD,1
2007,3,A,130
2007,3,A+,74
2007,3,A-,144
2007,3,AA,37
2007,3,AA+,7
2007,3,AA-,55
2007,3,AAA,16
2007,3,B,100
2007,3,B+,166
2007,3,B-,55
2007,3,BB,158
2007,3,BB+,121
2007,3,BB-,197
2007,3,BBB,223
2007,3,BBB+,176
2007,3,BBB-,159
2007,3,CC,3
2007,3,CCC,10
2007,3,CCC+,15
2007,3,CCC-,1
2007,3,D,9
2007,3,SD,1
2007,4,A,131
2007,4,A+,76
2007,4,A-,144
2007,4,AA,38
2007,4,AA+,7
2007,4,AA-,56
2007,4,AAA,16
2007,4,B,105
2007,4,B+,169
2007,4,B-,54
2007,4,BB,153
2007,4,BB+,118
2007,4,BB-,194
2007,4,BBB,221
2007,4,BBB+,167
2007,4,BBB-,168
2007,4,CC,3
2007,4,CCC,7
2007,4,CCC+,15
2007,4,CCC-,1
2007,4,D,8
2007,4,SD,1
2007,5,A,130
2007,5,A+,75
2007,5,A-,142
2007,5,AA,39
2007,5,AA+,7
2007,5,AA-,52
2007,5,AAA,16
2007,5,B,107
2007,5,B+,173
2007,5,B-,54
2007,5,BB,147
2007,5,BB+,115
2007,5,BB-,194
2007,5,BBB,219
2007,5,BBB+,172
2007,5,BBB-,173
2007,5,CC,3
2007,5,CCC,8
2007,5,CCC+,15
2007,5,CCC-,1
2007,5,D,7
2007,5,SD,1
2007,6,A,130
2007,6,A+,79
2007,6,A-,141
2007,6,AA,39
2007,6,AA+,7
2007,6,AA-,50
2007,6,AAA,16
2007,6,B,112
2007,6,B+,169
2007,6,B-,53
2007,6,BB,146
2007,6,BB+,111
2007,6,BB-,201
2007,6,BBB,221
2007,6,BBB+,172
2007,6,BBB-,170
2007,6,CC,3
2007,6,CCC,7
2007,6,CCC+,15
2007,6,CCC-,1
2007,6,D,8
2007,6,SD,1
2007,7,A,129
2007,7,A+,74
2007,7,A-,139
2007,7,AA,39
2007,7,AA+,7
2007,7,AA-,51
2007,7,AAA,16
2007,7,B,109
2007,7,B+,170
2007,7,B-,47
2007,7,BB,143
2007,7,BB+,108
2007,7,BB-,200
2007,7,BBB,227
2007,7,BBB+,175
2007,7,BBB-,167
2007,7,CC,3
2007,7,CCC,8
2007,7,CCC+,19
2007,7,CCC-,2
2007,7,D,7
2007,7,SD,1
2007,8,A,126
2007,8,A+,73
2007,8,A-,138
2007,8,AA,41
2007,8,AA+,7
2007,8,AA-,51
2007,8,AAA,13
2007,8,B,109
2007,8,B+,163
2007,8,B-,56
2007,8,BB,132
2007,8,BB+,113
2007,8,BB-,203
2007,8,BBB,223
2007,8,BBB+,176
2007,8,BBB-,169
2007,8,CC,2
2007,8,CCC,6
2007,8,CCC+,17
2007,8,CCC-,1
2007,8,D,7
2007,8,SD,1
2007,9,A,127
2007,9,A+,73
2007,9,A-,132
2007,9,AA,42
2007,9,AA+,7
2007,9,AA-,51
2007,9,AAA,13
2007,9,B,105
2007,9,B+,167
2007,9,B-,54
2007,9,BB,131
2007,9,BB+,114
2007,9,BB-,202
2007,9,BBB,224
2007,9,BBB+,175
2007,9,BBB-,163
2007,9,CC,1
2007,9,CCC,6
2007,9,CCC+,17
2007,9,CCC-,3
2007,9,D,6
2007,9,SD,1
2007,10,A,129
2007,10,A+,73
2007,10,A-,129
2007,10,AA,41
2007,10,AA+,6
2007,10,AA-,51
2007,10,AAA,13
2007,10,B,113
2007,10,B+,163
2007,10,B-,53
2007,10,BB,130
2007,10,BB+,111
2007,10,BB-,202
2007,10,BBB,218
2007,10,BBB+,179
2007,10,BBB-,160
2007,10,CC,1
2007,10,CCC,5
2007,10,CCC+,17
2007,10,CCC-,4
2007,10,D,7
2007,10,SD,1
2007,11,A,125
2007,11,A+,74
2007,11,A-,133
2007,11,AA,42
2007,11,AA+,6
2007,11,AA-,51
2007,11,AAA,13
2007,11,B,113
2007,11,B+,160
2007,11,B-,55
2007,11,BB,129
2007,11,BB+,111
2007,11,BB-,201
2007,11,BBB,217
2007,11,BBB+,177
2007,11,BBB-,157
2007,11,CC,2
2007,11,CCC,6
2007,11,CCC+,16
2007,11,CCC-,3
2007,11,D,6
2007,11,SD,1
2007,12,A,122
2007,12,A+,75
2007,12,A-,135
2007,12,AA,42
2007,12,AA+,7
2007,12,AA-,52
2007,12,AAA,13
2007,12,B,112
2007,12,B+,163
2007,12,B-,49
2007,12,BB,132
2007,12,BB+,110
2007,12,BB-,199
2007,12,BBB,209
2007,12,BBB+,179
2007,12,BBB-,155
2007,12,CC,3
2007,12,CCC,8
2007,12,CCC+,16
2007,12,CCC-,2
2007,12,D,7
2007,12,SD,1
2008,1,A,122
2008,1,A+,76
2008,1,A-,132
2008,1,AA,40
2008,1,AA+,7
2008,1,AA-,54
2008,1,AAA,12
2008,1,B,108
2008,1,B+,168
2008,1,B-,53
2008,1,BB,128
2008,1,BB+,109
2008,1,BB-,195
2008,1,BBB,209
2008,1,BBB+,177
2008,1,BBB-,160
2008,1,CC,2
2008,1,CCC,5
2008,1,CCC+,16
2008,1,CCC-,2
2008,1,D,10
2008,1,SD,1
2008,2,A,121
2008,2,A+,78
2008,2,A-,131
2008,2,AA,42
2008,2,AA+,7
2008,2,AA-,54
2008,2,AAA,12
2008,2,B,107
2008,2,B+,169
2008,2,B-,55
2008,2,BB,131
2008,2,BB+,102
2008,2,BB-,192
2008,2,BBB,209
2008,2,BBB+,177
2008,2,BBB-,163
2008,2,CC,3
2008,2,CCC,5
2008,2,CCC+,13
2008,2,CCC-,2
2008,2,D,7
2008,2,SD,1
2008,3,A,117
2008,3,A+,77
2008,3,A-,130
2008,3,AA,42
2008,3,AA+,7
2008,3,AA-,56
2008,3,AAA,12
2008,3,B,103
2008,3,B+,162
2008,3,B-,55
2008,3,BB,130
2008,3,BB+,100
2008,3,BB-,191
2008,3,BBB,215
2008,3,BBB+,177
2008,3,BBB-,162
2008,3,CC,3
2008,3,CCC,5
2008,3,CCC+,15
2008,3,CCC-,1
2008,3,D,7
2008,3,SD,4
2008,4,A,119
2008,4,A+,77
2008,4,A-,131
2008,4,AA,40
2008,4,AA+,8
2008,4,AA-,59
2008,4,AAA,11
2008,4,B,100
2008,4,B+,164
2008,4,B-,56
2008,4,BB,132
2008,4,BB+,99
2008,4,BB-,191
2008,4,BBB,220
2008,4,BBB+,175
2008,4,BBB-,160
